MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,Project MOBIWISE,1,Haifeng ZHOU,1.0
,,,,,,Marsden FastStart,1,Klaus Havelund,1.0
,,,,,,KJF,1,John B. Polhill,1.0
,,,,,,Science and Technology Program of State Grid Corporation of China (SGCC),1,Xudong Zhao,1.0
,,,,,,DFG Mercator program,1,Gianfranco Bilardi,1.0
,,,,,,A*STAR Singapore-China Joint Research Project,1,Spencer Dawkins,1.0
,,,,,,TELUS Canada,1,Hercy N,1.0
,,,,,,CEG,1,Jeanne Pellerin,1.0
,,,,,,Pan et al,1,Daniele Panozzo,1.0
,,,,,,"Bolyai+ New National Excellence Program of the Ministry of Human Capacities, Hungary",1,V. Vitkup,1.0
,,,,,,16th International Conference on Embedded Systems,1,B. Bell,1.0
,,,,,,Veterans Administration Rehabilitation Research and Development,1,Bram Riemens,1.0
,,,,,,POR Lazio FSE 2014-2020,1,Mirjana Tonkovic,1.0
,,,,,,Early Career Researcher Grants Scheme,1,Pak Shing Li,1.0
,,,,,,China Scholarship,1,May Liu,1.0
,,,,,,CPER Nord-Pas de Calais / FEDER DATA Advanced Data Science & Technologies,1,Kazumi Sugiyama,1.0
,,,,,,Preludium 11,1,Rosie Gronthos,1.0
,,,,,,SPU-UNCo Service-oriented Reuse,1,Pavel Arefiev,1.0
,,,,,,Belgian National Fund of Research and the Walloon Region,1,V. Englebert,1.0
,,,,,,European Commission (Feder funds),1,J. A. Rosenfeld,1.0
,,,,,,Project CROWN,1,Ayena J.,1.0
,,,,,,project SUITCEYES,1,Kenneth Stanley,1.0
,,,,,,Project EffektiV,1,Kannan Govindan,1.0
,,,,,,Fugro Consultants,1,Sara Casare,1.0
,,,,,,European Space Agency (ESA/ESTEC),1,Yun Fu.,1.0
,,,,,,FP7-ICT-2011-EU-Brazil Program,1,Olaf Schenk,1.0
,,,,,,Shaanxi New Star of Science and Technology,1,C. Pacchierotti,1.0
,,,,,,I-CORE ALGO,1,Yuqi Zuo,1.0
,,,,,,Goos et al.,1,C. Martin,1.0
,,,,,,Australian Defence Science and Technology Organization,1,Brendan Ames,1.0
,,,,,,Jiangsu Province Regular Institutions of Higher Learning Academic Degree Graduate Student Innovation Plan,1,Gianni Della Valle,1.0
,,,,,,Laboratory Program for Korean Studies,1,Robert L. Constable,1.0
,,,,,,PhD in Industry Scholarship,1,Anamaria Bruma,1.0
,,,,,,NSFC-CAAC,1,Kosho Hoshitsuki,1.0
,,,,,,EU project POETICON,1,Devon Vitkovsky,1.0
,,,,,,European Union (Human Brain Project,1,Lin Gui,1.0
,,,,,,S&T Plan of Zhejiang Provincial Science and Technology Department,1,DongHyun Kim,1.0
,,,,,,Technology Research Program of Ministry of Public Security,1,Clemens Arbesser,1.0
,,,,,,French ANR project EMOTES,1,John Matthias,1.0
,,,,,,Heisenberg DFG,1,Jonnahtan Saltarin,1.0
,,,,,,Royal Society International Joint Project 2009/R2,1,G. Prenat,1.0
,,,,,,"Max-Planck Institut fur Informatik, Saarbrucken, Germany",1,G. Dispoto,1.0
,,,,,,Scientic Research Foundation of the Ministry of Education of China-China Mobile,1,Mamoru Mohri,1.0
,,,,,,Fund for Shanxi,1,George V. Lauder,1.0
,,,,,,Center of Cooperative Innovation for Beijing Metropolitan Transportation,1,M. Arango,1.0
,,,,,,Graduate Innovation Foundation of CQ,1,D. Althoff,1.0
,,,,,,"Korea government (MSIP), Korea",1,Wayne J. Holman,1.0
,,,,,,Research Project CellFive,1,Malkin Shaw,1.0
,,,,,,EDiHy,1,Katsuyuki Kamei,1.0
,,,,,,The Creative Talents Project Fund of Guangdong Province Department of Education (Natural Science),1,Julianne Quinn,1.0
,,,,,,Contemporary Business and Trade Research Center,1,Lucie Daubigney,1.0
,,,,,,NSERC (Canada) Discovery Grant,1,Amy Wang,1.0
,,,,,,VENT,1,F. Fraternali,1.0
,,,,,,NSF CCF-0939187,1,Wolfgang Renz,1.0
,,,,,,Max-Planck Society (MPG),1,Loris Marchal,1.0
,,,,,,Fundacion Caja Navarra of Spain,1,Paolo Marraccini,1.0
,,,,,,European Research Council Advanced Grant Agreement,1,Liyao Lu,1.0
,,,,,,ESF Research Networking Programme OPTPDE,1,Ramayya Krishnan,1.0
,,,,,,"Fundacao para a Ciencia e a Tecnologia (Portuguese Science and Technology Foundation, FCT)",1,Charles Spence,1.0
,,,,,,Portuguese funding institution FCT - Fundacao para a Ciencia e a Tecnologia,1,Serafin,1.0
,,,,,,Project of Chongqing Education Commission,1,Nicole Cogo,1.0
,,,,,,Norwegian Tax Department,1,Suzanne Kivits,1.0
,,,,,,Scientific Innovation Act of STCSM,1,Alberto Costa,1.0
,,,,,,Science and Technology Development Fund (FDCT) of Macau FDCT-100-2012-A3,1,Vito Mele,1.0
,,,,,,"Innovative Research Team in University (PCSIRT) of the Ministry of Education, China",1,Lijun Long,1.0
,,,,,,Zhejiang provincial Top Key Discipline of Computer Science and Technology,1,F. Solsona-Teh,1.0
,,,,,,Slovene Human Resources Development and Scholarship Fund,1,Marius Mikuconis,1.0
,,,,,,ANR MALTHY project,1,Charles Lo,1.0
,,,,,,UTM/RUG/04H11 RMC Universiti Teknologi Malaysia,1,Sidney K. D'Mello,1.0
,,,,,,Open Project Program of State Key Laboratory of Petroleum Pollution Control,1,Fedor V. Fomin,1.0
,,,,,,NSF Fellowship,1,T.B. Kuvshinkina,1.0
,,,,,,Double First-Class International Cooperation and Development Scientific Research Project,1,Jan van Erp,1.0
,,,,,,United Fund of Department of Equipment Development,1,Alessandro Sperduti,1.0
,,,,,,Higher Education Quality Project of Anhui Province,1,Incheol Kim,1.0
,,,,,,Early Career Scheme Grant,1,Henk Broer,1.0
,,,,,,Youth Science Fund,1,M. Dinitz,1.0
,,,,,,ASTAR Thematic Strategic Research Program,1,Clifford Nass,1.0
,,,,,,National Science Foundation Career Award,1,Lin Xiong,1.0
,,,,,,Southern Ontario Smart Computing Innovation Platform Consortium,1,Christian Findeklee,1.0
,,,,,,French Armament Procurement Agency,1,Kary Ocana,1.0
,,,,,,Portuguese Sistema de Incentivos,1,Attila Altay Yavuz.,1.0
,,,,,,EU COST Action IC1405,1,Bill Smyth,1.0
,,,,,,"Meticube, Portugal",1,Juliana E. de C. T. Yassitepe,1.0
,,,,,,Real World Computing (RWC),1,John Lewis,1.0
,,,,,,Intelligent Systems Center at Rolla,1,N. Giordano,1.0
,,,,,,Key Science and Technology of Shenzhen,1,Pamela Tulloch,1.0
,,,,,,Program for Changjiang Scholars of the NSF of Jiangsu Province,1,Pedro Caro,1.0
,,,,,,SAETA Project,1,F. Mormann,1.0
,,,,,,Image Processing and Machine Learning Methods,1,M. Tao,1.0
,,,,,,FFG Project (Bridge 1) TomoFlow,1,Max Michel,1.0
,,,,,,French Ministry for Research and INRIA,1,Merritt Jenkins,1.0
,,,,,,Aerospace Science and Technology Innovation Fund,1,E. Kim,1.0
,,,,,,Power System and Renewable Energy Laboratory,1,Jimmy Williams,1.0
,,,,,,"KGP Hospital, Baroda",1,Paolo Giulierini,1.0
,,,,,,Lloyd's Register Foundation (LRF),1,Candida Manelfi,1.0
,,,,,,UK Research Council for the ORCHID project,1,N. Nishimura,1.0
,,,,,,DARPA Foundry,1,Maria Francesca Costabile,1.0
,,,,,,ERC Advanced Grant VarCity,1,B. van Fraassen,1.0
,,,,,,PriMO-5G,1,Christakis,1.0
,,,,,,"Framework of INTER-IoT, Research and Innovation action-Horizon 2020 European Project",1,W. Chacholski,1.0
,,,,,,Future Cities Africa project,1,L. D. Abreu,1.0
,,,,,,Czech National Sustainability Programme,1,C. Lottes,1.0
,,,,,,Universisite Bretagne Sud,1,Sven Woop,1.0
,,,,,,ARPA Lazio,1,Juntao Chen.,1.0
,,,,,,2013 Postgraduate Student's Creative Research Fund of Jiangsu Province,1,S. Jajodia,1.0
,,,,,,Florida Board of Education,1,Michael Freytag,1.0
,,,,,,ODIN Solutions S.L,1,Sai Manoj,1.0
,,,,,,European Research Area (HERA),1,Wangyu Zhang,1.0
,,,,,,Natural Sciences and Engineering Research Council of Canada Research Chair on Sustainable Smart Eco-Cloud,1,Pieter DeVries,1.0
,,,,,,CDUT,1,Balint Toth,1.0
,,,,,,Biosciences Environment and Agriculture Alliance (BEAA),1,Joseph Kider,1.0
,,,,,,Scientific Research Foundation of Science and Technology Department of Sichuan Province of China,1,Adam Morrison,1.0
,,,,,,Doctoral Program Research Foundation of Higher Education of China,1,Steve Song,1.0
,,,,,,Emmy Noether Group EMMA,1,J. L. Chavez-Hurtado,1.0
,,,,,,William Randolph Hearst Fellowship,1,Jakub M. Tomczak,1.0
,,,,,,French-Moroccan research program Volubilis,1,Manolo Fidalgo,1.0
,,,,,,Wireless Sustainability Center of the Department of Electronic Engineering,1,Tim King,1.0
,,,,,,DIA-CO,1,Yuhang Zhou,1.0
,,,,,,"National Science Foundation Secure and Trustworthy Cyberspace (SaTC), Division of Computer and Network System (CNS)",1,E. Castro,1.0
,,,,,,Partnership Grant,1,Joel Anderson,1.0
,,,,,,SmartSantander,1,Haitao Wang,1.0
,,,,,,Science Research Project of Inner Mongolia Autonomous Region High School,1,Toby Cubitt,1.0
,,,,,,EU's Horizon 2020 Marie Sklodowska-Curie,1,Zlatko Papic,1.0
,,,,,,Humanities and Social Sciences Foundation of the Education Ministry,1,McCay-Peet,1.0
,,,,,,RCNfunded Certus SFI,1,Ciaran Mullan,1.0
,,,,,,iStoppFalls,1,M. Basin.,1.0
,,,,,,Navy Defense Foundation of China,1,Pascal Belin,1.0
,,,,,,EU/FIRE IoT Lab,1,Shaun K. Howell.,1.0
,,,,,,Directorate General for Research of the Government of Catalonia,1,Atsusi Ohori,1.0
,,,,,,Xinjiang Ten Thousand Talent Program for Young Professionals,1,Alessandro Facchini,1.0
,,,,,,Singapore BCA Green Buildings Innovation Cluster (GBIC) R&D Grant,1,Robert Lewis,1.0
,,,,,,"Spanish ""Consejeria de Innovacion, Ciencia y Empresa de la Junta de Andalucia",1,Roberto Bonafiglia,1.0
,,,,,,Innovation Team Funding,1,Peter Hedman,1.0
,,,,,,"Media Lab Asia, Department of Electronics and Information Technology under Ministry of Communications & IT, Government of India",1,Elias Bareinboim,1.0
,,,,,,EU Project TOMSY,1,Anze Vavpetic,1.0
,,,,,,Tieto Oy Finland,1,S. Gunter,1.0
,,,,,,Zhejiang Provincial National Natural Science Foundation,1,Jon Woodring,1.0
,,,,,,National Outstanding Youth Talents Support Program,1,J. Sun,1.0
,,,,,,European rural development fund,1,Caihua Chen,1.0
,,,,,,"Chairman of Advisory Committee on Education, Dayalbagh",1,Y. N. Silva,1.0
,,,,,,Open Research Program of China State Key Laboratory of Aerodynamics,1,Tong Wu,1.0
,,,,,,Deutsche Forschungsgemeinschaft (German Research Council),1,Stefan Weltge,1.0
,,,,,,Seneca Foundation of Murcia,1,Phil Jones,1.0
,,,,,,NORCOWE,1,Olivier Lambercy,1.0
,,,,,,Geological and Geostatistical Domaining,1,Jostein Bakkeheim,1.0
,,,,,,JDa,1,Marco Volpe,1.0
,,,,,,Program for Excellent Talents of Chongqing Higher School,1,Shukai Duan,1.0
,,,,,,Major Applied Basic Research Program of Guizhou Province,1,Jonathon,1.0
,,,,,,Green Mobile Cloud,1,Nicole Pacampara,1.0
,,,,,,Bridge programme,1,Esten Ingar Grotli,1.0
,,,,,,LR7,1,Hawk Katz,1.0
,,,,,,Support Center for Advanced Telecommunications Technology Research in Japan,1,Patcharapon Nuimark,1.0
,,,,,,Argentinean Agency for Scientific and Technological Promotion (ANPCyT),1,Stefan Schmid,1.0
,,,,,,CIC),1,Bjorn Hammarfelt,1.0
,,,,,,CCF-Venustech Hongyan Research Plan,1,S. Ghoshal,1.0
,,,,,,FP7 ICT,1,A. Scheidler,1.0
,,,,,,Middle-aged Top-notch Talent Support Program,1,Sonia Bogos,1.0
,,,,,,ENS Lyon,1,Liwen Hu,1.0
,,,,,,"Special Fund of Institute of Geophysics, China Earthquake Administration",1,Alessandro Foi.,1.0
,,,,,,Turk Telekom,1,Z. Lai.,1.0
,,,,,,ARL AHPCRC W911NF-07-0027,1,S. Hampe,1.0
,,,,,,European Union's Seventh Programme for Research),1,Linial and Samorodnitsky,1.0
,,,,,,Consortium for Electric Reliability Technology Solutions (CERTS),1,Xiaoqian Fan,1.0
,,,,,,Open Project Program of the Key Laboratory of Universal Wireless Communications,1,Caroline Uhler,1.0
,,,,,,Opening Project of Zhejiang Key Laboratory for Signal Processing,1,Xiaoyu Guo,1.0
,,,,,,STRAUSS,1,Zhen-Song Chen,1.0
,,,,,,Opening Foundation of Tianjin Key Laboratory of Intelligence Computing and Novel Software Technology,1,Margaret-Anne Storey,1.0
,,,,,,Open Foundation of Control Science and Engineering Disciplines,1,Gursel Alici,1.0
,,,,,,973 basic research program of China,1,Ruth Wittmann,1.0
,,,,,,Agencia de Desarrollo Economic de La Rioja (ADER),1,Miguel Sarabia,1.0
,,,,,,ANR projects MACARON,1,Kante,1.0
,,,,,,Scientific Innovation Research of College Graduates in Jiangsu Province,1,A. Sengissen,1.0
,,,,,,Korea National Research Foundation Basic Science Research Program,1,P. Fouilhoux,1.0
,,,,,,Jiangsu Young Program,1,J. Jayadeva,1.0
,,,,,,NSERC Research Funds,1,Rogier de Jong,1.0
,,,,,,Research Training Group RoSI,1,Abdulmotaleb El Saddik,1.0
,,,,,,Spanish MINECO Juan de la Cierva-Incorporation Fellowship,1,M. Takeda,1.0
,,,,,,Prospective Study Project in Jiangsu Province in the Future Network,1,Guangzhen Si,1.0
,,,,,,MOODetector,1,Philippa Beckman,1.0
,,,,,,Virginia's Commonwealth Technology Research Fund,1,B. F. Wu,1.0
,,,,,,National Science Foundation (NSF) Award CCF,1,Kenneth Morgan,1.0
,,,,,,VOCAL,1,Y. Son,1.0
,,,,,,Secretaria General de Ciencia y Tecnologia,1,Jim Baker,1.0
,,,,,,National Natural Science Foundation Youth Fund,1,Ko,1.0
,,,,,,Projects Capacity for Rail-C4R,1,Ayyappa Kumar Sista Kameshwar,1.0
,,,,,,FDCT of Macao S.A.R.,1,Jurgen van Zundert,1.0
,,,,,,"Directorate for Social, Behavioral and Economic Sciences",1,R. Sarker,1.0
,,,,,,SARACEN Project,1,Yutaka Tanaka,1.0
,,,,,,Sponsorship,1,Weixin Si,1.0
,,,,,,NIED/UNICAMP,1,Tristan van Leeuwan,1.0
,,,,,,Jiangsu National Synergetic Innovation Center for Advanced Materials,1,James Skalecky,1.0
,,,,,,project HyVar,1,Vaishaal Shankar,1.0
,,,,,,FundacAo para a Ciencia e a Tecnologia in project ContexTWA,1,P. Arias-Cabarcos,1.0
,,,,,,Science Research Project for Inner Mongolia Universities,1,Halid Mahama,1.0
,,,,,,2014 Foshan Science and Technology Project,1,S. Bozoki,1.0
,,,,,,Intel,1,P. Cisek,1.0
,,,,,,Opening Project of State Key Laboratory of Acoustics,1,Jaime Windeler,1.0
,,,,,,FP7 project GeoKnow,1,Camilo Salazar,1.0
,,,,,,European H2020 framework,1,Sherman S.-M. Chow.,1.0
,,,,,,Royal Society's Global Challenges Research Fund Grant,1,Scedrov,1.0
,,,,,,"Polish National Science Centre (NCN, SONATA-4)",1,Lucie Carta,1.0
,,,,,,"Science and Technology Project of State Grid Liaoning Electric Power Supply Co., Ltd.",1,Junwei Han,1.0
,,,,,,Hong Kong RGC General Research Fund Grant,1,Abdur Rahman Crescent University,1.0
,,,,,,CoSMoS project,1,M. di Bernardo,1.0
,,,,,,USA Israel BSF,1,L. Ferretti,1.0
,,,,,,"Department of Science & Technology, New Delhi",1,M. Zuo,1.0
,,,,,,Graduate Program in Electrical Engineering and Computer Science,1,Simon Caton,1.0
,,,,,,Ghana Foster Mensah,1,Jie Lu,1.0
,,,,,,STCSM Project,1,S. Zhong,1.0
,,,,,,BMWI project SAKE,1,Philippe Darondeau,1.0
,,,,,,LIESMARS Open Found,1,D.J. Ostry,1.0
,,,,,,"Algorithmic Foundations of Robotics, WAFR 2012",1,R. Benavente,1.0
,,,,,,"French Agence Nationale de la Recherche, AGGREG",1,Yonghui Dai,1.0
,,,,,,Doctoral Initiated Research Foundation Project,1,Renjiao Yi,1.0
,,,,,,Waves in Action,1,Miguel Raggi,1.0
,,,,,,Modern Agro-industry Technology Research System,1,Yihui Jin,1.0
,,,,,,Shanxi province,1,Somnath Datta,1.0
,,,,,,TUBITAK (Scientific and Technical Research Council of Turkey),1,T. C. Haas,1.0
,,,,,,NSF IIS-1320229,1,Phil Kaslo,1.0
,,,,,,MIC-SCOPE,1,Chr. Hansen,1.0
,,,,,,Simpson Fellowship,1,K. Wolf,1.0
,,,,,,PASCAL2 Network of Excellence,1,Maite Brandt-Pearce,1.0
,,,,,,"Henan Province, China",1,Ross Whitaker,1.0
,,,,,,NOTUR,1,Rob Dicicco,1.0
,,,,,,FP7 Marie Curie IAPP,1,Vladimir Anisovich,1.0
,,,,,,Turkish Scientific and Technological Research Council Research Grant,1,Jose Campos,1.0
,,,,,,Machine Learning for Personalized Medicine,1,Felipe Cabarcas,1.0
,,,,,,Guangdong Province Commonweal Research Technological Project,1,David Corvoysier,1.0
,,,,,,COST MP1209-Thermodynamics,1,Deborah Compeau,1.0
,,,,,,EU FP7-ICT FET-Proactive project QUANTICOL,1,Katharina Burmeister,1.0
,,,,,,"PhD grant of the Ministry of Education, China",1,Valentin Goranko,1.0
,,,,,,Distributed Systems for Fabrication and Control (MANSiD),1,Jorge Proenca,1.0
,,,,,,Zhejiang NSF,1,Clara Callenberg,1.0
,,,,,,National Institutes of Health/National Institute on Deafness and Other Communication Disorders,1,Renato Fonseca,1.0
,,,,,,TIPEx,1,Nicole Wenman,1.0
,,,,,,Japan Aerospace Exploration Agency (JAXA),1,Wojciech Roszka,1.0
,,,,,,FITweltweit-Program of the German Academic Exchange Service (DAAD),1,Matthias Baldauf,1.0
,,,,,,CNRS-Mastodons project GARGANTUA,1,David Dao,1.0
,,,,,,"Yunnan Key Laboratory of Opto-electronic Information Technology, Kunming, China",1,Szymon Sidor,1.0
,,,,,,State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering,1,F. Frischmann,1.0
,,,,,,Tianjin Key Technologies Research and Development program,1,R. Raman,1.0
,,,,,,Pioneer Hundred Talent Program,1,H. J. Chiel,1.0
,,,,,,FastRelax,1,Marchioni,1.0
,,,,,,5G Rural Integrated Tested (5GRIT),1,Mary Relling,1.0
,,,,,,ACI program,1,M. Gonzalez-Vallinas,1.0
,,,,,,Key Program for Guangdong Province Applied Science and Technology Research and Development Special Funds,1,Ines Ben Said,1.0
,,,,,,"eScience, MOSTI, Malaysia",1,Sandra Catalan,1.0
,,,,,,FP7 FASTER,1,N. Konwar,1.0
,,,,,,Board of Regents Support Fund,1,Pavan Balaji,1.0
,,,,,,Equipment Pre-research Foundation of China,1,Ting Liu.,1.0
,,,,,,Biofence,1,Hong Chen,1.0
,,,,,,Flexor,1,J.C. Bose Fellowship,1.0
,,,,,,HAZCEPT,1,Aleksander N. Bugay,1.0
,,,,,,Major Projects of High Resolution Earth Observation Systems of National Science and Technology,1,C. Eichhorn,1.0
,,,,,,Safe Underwater Operations iN Oceans),1,Jules de Guglielmi,1.0
,,,,,,Spring Sunshine Plan Research Project of Ministry of Education of China,1,Daniel Sigalov,1.0
,,,,,,TASK,1,Bernardo Toninho,1.0
,,,,,,Ministry of Internal Affairs and Communications for SCOPE Program,1,Jeffrey Hyman,1.0
,,,,,,Key Research and Development Project in Shaanxi Province of China,1,Fanlin Meng,1.0
,,,,,,DST INSPIRE Faculty,1,Jack Suess,1.0
,,,,,,RIFE,1,Edward J. Castronova,1.0
,,,,,,Senate Research Committee,1,Tom Buchanan,1.0
,,,,,,Science and Technology Research Project of Chongqing Municipal Education Commission of China(The Research on Data Integrity Detection,1,Ben Hoyle,1.0
,,,,,,Decidability and Expressiveness for Interval Temporal Logics,1,Nick Malaya,1.0
,,,,,,FRC Tier 1,1,Clara Sousa,1.0
,,,,,,Liaoning Provincial Department of Education Innovation Person Foundation,1,Luis Martin-Liras,1.0
,,,,,,Hubei Chenguang Talented Youth Development Foundation,1,Charlotte Wallace,1.0
,,,,,,Major Projects of Aero engines,1,Giorgio Corani,1.0
,,,,,,Applied Basic Research Programs of Shanxi Province,1,Daniel Schimmel,1.0
,,,,,,CEA-Leti Minatec Campus,1,M. K. K.,1.0
,,,,,,CGV,1,Francisco Quiros,1.0
,,,,,,CISE division,1,V. Guruswami,1.0
,,,,,,Liaoning Province Ministry of Education Scientific Study Project,1,Eric Mazeran,1.0
,,,,,,Beijing Intelligent Logistics System Collaborative Innovation Center Open Project,1,D. Igual,1.0
,,,,,,Linamar,1,Mohamad Tanzil,1.0
,,,,,,PSF Fund (Singapore),1,Jurgen Bokowski,1.0
,,,,,,Project of Educational Commission of Jiangsu Province of China,1,Luca Cardelli,1.0
,,,,,,Chongqing Research Program of Frontier and Application Foundation,1,Cristina Quintelas,1.0
,,,,,,JAIST Research Grant 2017,1,Aguas Guariroba,1.0
,,,,,,Elaine Potter Charitable Foundation,1,Hong Jiang,1.0
,,,,,,"IUSE/Professional Formation of Engineers, Revolutionizing Engineering Departments (RED)",1,Klaus Tschira Stiftung,1.0
,,,,,,"Department of Education, Guangxi Province",1,Christy M.K. Cheung,1.0
,,,,,,European Network for Research Evaluation in the Social Sciences and Humanities,1,Yonggang Shi,1.0
,,,,,,Fraunhofer-Bessel Research Award,1,Jay Bolter,1.0
,,,,,,gaZ,1,David Geerts,1.0
,,,,,,"NSERC, Canada Research",1,Shuang Yin,1.0
,,,,,,SHEILA,1,Giuseppe Marchioro,1.0
,,,,,,Fund of Ministry of education of Humanities and Social Sciences,1,Apar Suri,1.0
,,,,,,Erasmus+ Programme of the European Union,1,Vinod Grover,1.0
,,,,,,Commercialisation Fund Programme,1,Ruoming Jin,1.0
,,,,,,Scientific and Technological Research Program of Henan province,1,Alexei Skalaban,1.0
,,,,,,European Commission MSCA-RISE-2014,1,J. P. T.,1.0
,,,,,,"Fundacion publica andaluza progreso y salud"" (Spain)",1,Aditya Shekhar,1.0
,,,,,,EU IST Cognitive Systems IP Xperience,1,D. Lobo,1.0
,,,,,,Research Foundation of Ministry of Education of China & China Mobile,1,Han Che,1.0
,,,,,,European Social Fund Financial Agreements,1,Jonathan Deber,1.0
,,,,,,EU Celtic Plus Project SooGREEN,1,J-M. Yang,1.0
,,,,,,TCS,1,Lindsey Woodworth,1.0
,,,,,,MOE (Ministry of Education in China) Liberal arts and Social Sciences Foundation,1,Savannah Bates,1.0
,,,,,,BA/Leverhulme Small Research,1,A. Alaraj,1.0
,,,,,,Holopedia,1,Ia-Ju Chiang,1.0
,,,,,,Jaguar Land Rover,1,R. Dennis Cook,1.0
,,,,,,Hong Kong Research Grants Council General Research Fund Early Career Scheme,1,Viswanath Nagarajan,1.0
,,,,,,NL,1,Sarah Creem-Regehr,1.0
,,,,,,ERDF),1,David Ott,1.0
,,,,,,Economy and Competitiveness Department of the Spanish Government,1,L. Viegas,1.0
,,,,,,Instituto Nacional de Ciencia e Tecnologia-Ecologia Evolucao Conservacao da Biodiversidade (INCT-EECBio),1,R.M. Allen,1.0
,,,,,,EPRSC,1,F. Zhou,1.0
,,,,,,Tecnologico de Monterrey-Research Group in Industrial Engineering and Numerical Methods,1,Jesus Lopez Marti,1.0
,,,,,,Graduate Research and Innovation Program of Jiangsu Province,1,Abdalla G. M. Ahmed,1.0
,,,,,,Chongqing Key Laboratory (CSTC),1,Dongsong ZHANG,1.0
,,,,,,CASIMAT Program,1,Brian Gallagher,1.0
,,,,,,Beijing Nova Program in China,1,F. E. Ritter,1.0
,,,,,,Scientific Research Projects Chairmanship (BAP),1,Hofmann,1.0
,,,,,,Department of Energy (DoE) Advanced Scientific Computing Research (ASCR),1,Ana Milanova,1.0
,,,,,,Networking and Telecommunications Research Group (GPRT),1,Bonacina,1.0
,,,,,,Projects in Science and Technique of Ningbo Municipal,1,Xiang-Li Li,1.0
,,,,,,Fundect-MS,1,L. Shu,1.0
,,,,,,NEWCOM,1,Nick Ryan,1.0
,,,,,,"Ingrid zu Solms Foundation, Frankfurt",1,Hany Abdelrahman,1.0
,,,,,,NCSU,1,O. Akbari,1.0
,,,,,,MYOSENS,1,Noa Fish,1.0
,,,,,,2012 Nigerian Presidential Special Scholarship Scheme for Innovation and Development (PRESSID),1,Daniel Ritchie,1.0
,,,,,,Data to Knowledge (D2K) Research Group,1,Thomas Olsson,1.0
,,,,,,NSF DMS-1009575,1,Dr. Yang,1.0
,,,,,,King's College Hospital National Health Service (NHS) Foundation Trust,1,Giuseppe Comuniello,1.0
,,,,,,Group Health Cooperative,1,Gabriella Pigozzi,1.0
,,,,,,China Postdoctoral Innovative Talent Plan,1,B. Carmeli,1.0
,,,,,,Shota Rustaveli National Scientific Foundation of Georgia,1,Dhananjay Raju,1.0
,,,,,,Fondo d'Ateneo (FA),1,Francesco Zappa Nardelli,1.0
,,,,,,Innovation Fund Project for Graduate Student of Shanghai,1,Zhongbai Jiang,1.0
,,,,,,BE Basic Foundation,1,Caroline Wilkinson,1.0
,,,,,,European Seventh Framework Programme,1,Juan Diego Gaviria,1.0
,,,,,,MJZH,1,Liyana Ghazali,1.0
,,,,,,Munich Centre of Advanced Computing (MAC),1,Ana Ciocarlan,1.0
,,,,,,Universities' Sci-tech Achievements Transformation Project of Chongqing,1,Yiming Lin,1.0
,,,,,,"Gattuso Slaight Personalized Cancer Medicine Fund, Cancer Research Society",1,James Gips,1.0
,,,,,,Education Department of Fujian Province Science and Technology Project,1,JunQi Zhang,1.0
,,,,,,"Robert Bosch Engineering & Business Solution (RBEI), Bangalore, India",1,Tom Apker,1.0
,,,,,,American Recovery and Reinvestment Act of 2009,1,Raul Santelices,1.0
,,,,,,Xhaul project,1,Leon Gommans,1.0
,,,,,,Self-Planned Task (NO,1,Li Qian,1.0
,,,,,,European Operating Program Research and Development,1,Ugo Dal Lago,1.0
,,,,,,Gocad Research Consortium,1,Subhashree Balachandran,1.0
,,,,,,DOMUS,1,A. Vladimirov,1.0
,,,,,,MINECO (Spanish Government),1,M. Tejo,1.0
,,,,,,CME Foundation,1,King-Lau Chow,1.0
,,,,,,Statistical Bureau Foundation of China,1,Francis Bach,1.0
,,,,,,Caisse des Depots et Consignations staterun bank,1,Tiago Tresoldi,1.0
,,,,,,REDUCE,1,J. E. Bonte,1.0
,,,,,,Computational Infrastructure in Geodynamics initiative (CIG),1,Author Rodriguez,1.0
,,,,,,centre technique de l'industrie et du decolletage (CETIM-CTDEC),1,Vassia Atanassova,1.0
,,,,,,NKFI,1,Xiaohui Wang,1.0
,,,,,,EU STREP RECONFIG,1,Ted Hung,1.0
,,,,,,Region Pays de la Loire of France,1,K. Tang.,1.0
,,,,,,National Natural Science,1,Johannes Kinder,1.0
,,,,,,European Social Funds (COSMOS research group,1,Qingpeng Zhang,1.0
,,,,,,China Post-Doctoral Science Foundation of China,1,Z. Zuo,1.0
,,,,,,European Project Tabula Rasa (EU FP7),1,Nachum Stern,1.0
,,,,,,"Maglev Technology Research Center of Hunan Province, China",1,Florian Krautli,1.0
,,,,,,Funnel,1,Scott Moore,1.0
,,,,,,Erasmus Mundus Action 2,1,M. Grana,1.0
,,,,,,SING,1,Khaled Nawaser,1.0
,,,,,,Wallace H. Coulter Foundation Program,1,Aravind Krishnan,1.0
,,,,,,MIUR FIRB project FACE,1,Jean Pichon-Pharabod,1.0
,,,,,,Excellent Young Science Foundation of China,1,Thierry Magin,1.0
,,,,,,Azienda Unit a Sanitaria Locale (AUSL) of Bologna,1,Sebastien,1.0
,,,,,,PAWS,1,David Vazquez-Padin.,1.0
,,,,,,foundation of CGH,1,Jing Liu.,1.0
