MISC,freq,UNI,freq.1,COR,freq.2,FUND,freq.3,IND,freq.4
,,,,,,,,J. Perote,2
,,,,,,,,Grigore Pop-Eleches,2
,,,,,,,,Mellby Gard AB,2
,,,,,,,,Leonard Walk,2
,,,,,,,,G. Quintini,2
,,,,,,,,H. Polemarchakis,2
,,,,,,,,Jiwon Choi,2
,,,,,,,,Annie Levenson,2
,,,,,,,,Steven Sorrell,2
,,,,,,,,Richard Gerlach,2
,,,,,,,,Robin McKnight,2
,,,,,,,,Maria Derks,2
,,,,,,,,Tingting Li,2
,,,,,,,,E. Roy Weintraub,2
,,,,,,,,Paola Trujillo,2
,,,,,,,,Chiara Monticone,2
,,,,,,,,Kuno Huisman,2
,,,,,,,,Hilarietta Fenomila,2
,,,,,,,,Amy Claessens,2
,,,,,,,,A. Zhang,2
,,,,,,,,Wiatt Funk,2
,,,,,,,,William Fornia,2
,,,,,,,,X. Guo,2
,,,,,,,,Luis Puch,2
,,,,,,,,Rasmus Broms,2
,,,,,,,,Maria Dafnomili,2
,,,,,,,,F. Nava,2
,,,,,,,,Christian Gehrke,2
,,,,,,,,Marcus Opp,2
,,,,,,,,Houston Stokes,2
,,,,,,,,Claus Munk,2
,,,,,,,,Xuehui Han,2
,,,,,,,,Michele Baggio,2
,,,,,,,,Edina Berlinger,2
,,,,,,,,Jingyang Li,2
,,,,,,,,Hanwen Fan,2
,,,,,,,,Cameron Wake,2
,,,,,,,,Stephan Briere,2
,,,,,,,,Yannick Malevergne,2
,,,,,,,,Ms. Dundon,2
,,,,,,,,Tracy Miller,2
,,,,,,,,Marquise McGraw,2
,,,,,,,,Dean Eckles,2
,,,,,,,,Mathieu Lambert,2
,,,,,,,,Keiran Macrae,2
,,,,,,,,Jaume I.,2
,,,,,,,,A. Deaton,2
,,,,,,,,Nina Ohrn,2
,,,,,,,,Malgorzata Switek,2
,,,,,,,,Jason Ravit,2
,,,,,,,,Enrique Martin Luccioni,2
,,,,,,,,Graeme Bethune,2
,,,,,,,,N. Fortin,2
,,,,,,,,Felix Mauersberger,2
,,,,,,,,Hanne Roggemann,2
,,,,,,,,Zhe Guo,2
,,,,,,,,Michael Visser,2
,,,,,,,,John Bates,2
,,,,,,,,Tamaro Kane,2
,,,,,,,,Y.D. Lee,2
,,,,,,,,Johan P. Larson,2
,,,,,,,,George Gayle,2
,,,,,,,,Rachel Steinacher,2
,,,,,,,,Cullen,2
,,,,,,,,Rain) Xie,2
,,,,,,,,Ed Oliver,2
,,,,,,,,Shuige Liu,2
,,,,,,,,Arye Hillmann,2
,,,,,,,,Jaimie W. Lien,2
,,,,,,,,Paul Alagidede,2
,,,,,,,,Emilia Zimkova,2
,,,,,,,,Shameel Ahmad,2
,,,,,,,,Pat McCarthy,2
,,,,,,,,Shunsuke Hori,2
,,,,,,,,Yilei Wu,2
,,,,,,,,Emily Leslie,2
,,,,,,,,Karen Grosskreutz,2
,,,,,,,,Bjorn Imbierowicz,2
,,,,,,,,Piotr Banbula,2
,,,,,,,,Julio O. de Castro,2
,,,,,,,,Peter Grossman,2
,,,,,,,,HR. Sharifzadeh,2
,,,,,,,,Oliwia Komanda,2
,,,,,,,,Ilse Lindenlaub,2
,,,,,,,,Michelle Queally,2
,,,,,,,,Satoshi Koibuchi,2
,,,,,,,,Paul Wallace,2
,,,,,,,,Christian Moser,2
,,,,,,,,Shirley Hsieh,2
,,,,,,,,Claire Benit-Gbaffou,2
,,,,,,,,Nuria Bermejo-Gutierrez,2
,,,,,,,,Mark Elder,2
,,,,,,,,Petr Korab,2
,,,,,,,,Oihane Gallo,2
,,,,,,,,Matt Ege,2
,,,,,,,,Jiang Zhijie,2
,,,,,,,,Joe Clyourko,2
,,,,,,,,Mattias Andersson,2
,,,,,,,,Simon Hedges,2
,,,,,,,,Michele De Nadai,2
,,,,,,,,Rebecca Schewe,2
,,,,,,,,Juan Navarrete,2
,,,,,,,,Michael Hanselmann,2
,,,,,,,,Katy DeCelles,2
,,,,,,,,Joseph Sabia,2
,,,,,,,,N. Lipcius,2
,,,,,,,,James Blignaut,2
,,,,,,,,Yuezhou Huo,2
,,,,,,,,Hsiao,2
,,,,,,,,Rob Patrizzo,2
,,,,,,,,Iva Maclennan,2
,,,,,,,,Deborah Small,2
,,,,,,,,Heonjae Song,2
,,,,,,,,Michael Buckley,2
,,,,,,,,Barbara Pualani,2
,,,,,,,,Yoichi Hizen,2
,,,,,,,,Beau Kilmer,2
,,,,,,,,Antonio Lopolito,2
,,,,,,,,Elise Dizon-Ross,2
,,,,,,,,Ugur Lel,2
,,,,,,,,Shiyuan Li,2
,,,,,,,,riadeni podniku,2
,,,,,,,,Lufs Silveira Santos,2
,,,,,,,,Benedicte Apouey,2
,,,,,,,,Jose Mata,2
,,,,,,,,Ibrahim Sanou,2
,,,,,,,,Johannes Kasinger,2
,,,,,,,,Silvia Barcellos,2
,,,,,,,,Lifeng,2
,,,,,,,,Ines Oman,2
,,,,,,,,Daniel Shapira,2
,,,,,,,,Virginia Espinosa,2
,,,,,,,,Adrian de Groot Ruiz,2
,,,,,,,,Ana P. Fernandes,2
,,,,,,,,Chiara Carboni,2
,,,,,,,,Brigitte Dormont,2
,,,,,,,,Peter Carl,2
,,,,,,,,Ivan Rudik,2
,,,,,,,,Hanna Schwander,2
,,,,,,,,Tyler Radler,2
,,,,,,,,Groen-Xu,2
,,,,,,,,Guoli Chen,2
,,,,,,,,D. Seesholtz,2
,,,,,,,,Fernando Gutierrez,2
,,,,,,,,Ferrero Ferrero,2
,,,,,,,,Nick Vause,2
,,,,,,,,Matthew Meland,2
,,,,,,,,Francesca Chiaromonte,2
,,,,,,,,Robert Tyran,2
,,,,,,,,Caroline Abunge,2
,,,,,,,,Aatika Nagrah,2
,,,,,,,,Sandro Andrade,2
,,,,,,,,Stephane Vigeant,2
,,,,,,,,Yong Tu,2
,,,,,,,,Ashling McCarthy,2
,,,,,,,,Masakazu Fukuzumi,2
,,,,,,,,David E.M. Sappington,2
,,,,,,,,Alexander Groh,2
,,,,,,,,Martin Byrne,2
,,,,,,,,Zilveren Kruis Achmea,2
,,,,,,,,Sailendra Prasanna Mishra,2
,,,,,,,,Luke Sonnet,2
,,,,,,,,Randy Douglas,2
,,,,,,,,Hella Engerer,2
,,,,,,,,Leah Plati,2
,,,,,,,,Andries Richter,2
,,,,,,,,David Domeij,2
,,,,,,,,Philip McCann,2
,,,,,,,,Julien Matheron,2
,,,,,,,,Matteo Manera,2
,,,,,,,,Marie Baguet,2
,,,,,,,,Grant Carney,2
,,,,,,,,Hisham Tariq,2
,,,,,,,,Javier Fernandez Blanco,2
,,,,,,,,Ke-li Xu,2
,,,,,,,,Mikolaj Malinowski,2
,,,,,,,,Andrew Hood,2
,,,,,,,,Tania Singer,2
,,,,,,,,Leonardo Basso,2
,,,,,,,,Jorge Rodriguez,2
,,,,,,,,G. Tattara,2
,,,,,,,,Krishna Savani,2
,,,,,,,,M. B. Y.P.,2
,,,,,,,,Hongli Che,2
,,,,,,,,Patricia Kennan,2
,,,,,,,,Avri Ravid,2
,,,,,,,,Ping Zhang,2
,,,,,,,,Leroy Mwanza,2
,,,,,,,,Geoffrey J.D. Hewings,2
,,,,,,,,Max Spoor,2
,,,,,,,,Francesco Parisi,2
,,,,,,,,Nanneh Chehras,2
,,,,,,,,Finnoff,2
,,,,,,,,Maurice Landes,2
,,,,,,,,Liser,2
,,,,,,,,Jay Drydyk,2
,,,,,,,,Alexander Mihailov,2
,,,,,,,,Alice Wallenberg,2
,,,,,,,,Sebastian Schramm,2
,,,,,,,,Amanda Vogstad,2
,,,,,,,,Charlie Bean,2
,,,,,,,,Ceyhun Elgin,2
,,,,,,,,Lisa Martin,2
,,,,,,,,Harry Mak,2
,,,,,,,,Rejesus,2
,,,,,,,,Romain Plassard,2
,,,,,,,,Mihir Mehta,2
,,,,,,,,Lisa Washington-Sow,2
,,,,,,,,Gillian Courtney,2
,,,,,,,,Tatiana Kardo,2
,,,,,,,,Jose Luis Ruiz,2
,,,,,,,,Marianne Baxter,2
,,,,,,,,Benjamin Levine,2
,,,,,,,,Valen,2
,,,,,,,,Sebastien Foudi,2
,,,,,,,,Maikel Pellens,2
,,,,,,,,Farrukh Zaman,2
,,,,,,,,I. Werning,2
,,,,,,,,Carlos Daganzo,2
,,,,,,,,Myung-Soo Lee,2
,,,,,,,,Phumlani Zulu,2
,,,,,,,,Antoine Bonnet,2
,,,,,,,,Kenneth Kim,2
,,,,,,,,Zhigong Shang,2
,,,,,,,,van der Erve,2
,,,,,,,,Felix Rioja,2
,,,,,,,,Stanislas Roth,2
,,,,,,,,Gaelle Samaha,2
,,,,,,,,Elin Hellquist,2
,,,,,,,,Lauren Vollon,2
,,,,,,,,Paul Berenbroek,2
,,,,,,,,James W Shewmake II,2
,,,,,,,,Jeff Makholm,2
,,,,,,,,Bing Wang,2
,,,,,,,,Stephan Whitaker,2
,,,,,,,,Fleisher,2
,,,,,,,,Rachel Atwater,2
,,,,,,,,Chi Chung Siu,2
,,,,,,,,Sue Ravenscroft,2
,,,,,,,,Antonio Costa,2
,,,,,,,,Bela Nagy,2
,,,,,,,,Emily Eaton,2
,,,,,,,,Louise V. Beuchert,2
,,,,,,,,Joy Begley,2
,,,,,,,,Elsby andMichaels,2
,,,,,,,,Gannett Fleming,2
,,,,,,,,Yoshio Kamijo,2
,,,,,,,,Arto Vuori,2
,,,,,,,,Cronqvist,2
,,,,,,,,Boisjoly,2
,,,,,,,,T. Lloyd-Braga,2
,,,,,,,,Tristan Potter,2
,,,,,,,,Ted Bergstrom,2
,,,,,,,,Marian Loader,2
,,,,,,,,Stephanie Karol,2
,,,,,,,,Bianca Bonollo,2
,,,,,,,,Yibo Zhao,2
,,,,,,,,Josephine Maltby,2
,,,,,,,,Sabyasachi Das,2
,,,,,,,,Vojtech Duchoslav,2
,,,,,,,,Glenn Follette,2
,,,,,,,,Sonia Parella,2
,,,,,,,,Simeon Djankov,2
,,,,,,,,Susan VanderBent,2
,,,,,,,,Susan Keane,2
,,,,,,,,Felipe Quezada,2
,,,,,,,,Clara Heuberger,2
,,,,,,,,Jason Eichorst,2
,,,,,,,,Haibei Zhao,2
,,,,,,,,Stefania Minardi,2
,,,,,,,,Noel Harding,2
,,,,,,,,Anna Amilon,2
,,,,,,,,Sue Russell,2
,,,,,,,,Vjollca Sadiraj,2
,,,,,,,,M. A. Crisafi,2
,,,,,,,,Noel Amenc,2
,,,,,,,,Robert Fletcher,2
,,,,,,,,Marek A. Dabrowski,2
,,,,,,,,Roberto Nistico,2
,,,,,,,,J. Fernandez-Huertas Moraga,2
,,,,,,,,Pawel Krolikowski,2
,,,,,,,,Katrin Baedorf,2
,,,,,,,,Oliver Gloede,2
,,,,,,,,Caleb Fuller,2
,,,,,,,,Masaki Hotei,2
,,,,,,,,Terleira-Fernandez,2
,,,,,,,,Mattia Montagna,2
,,,,,,,,Anna Diofasi,2
,,,,,,,,Ting Liu,2
,,,,,,,,Marek Giergiczny,2
,,,,,,,,Ying Wu,2
,,,,,,,,Ugo Gentilini,2
,,,,,,,,Sheen Liu,2
,,,,,,,,Alexandra-Anca Purcel,2
,,,,,,,,Sean P. Corcoran,2
,,,,,,,,Dongryul Lee,2
,,,,,,,,Hanbin Yang,2
,,,,,,,,Seunghoon Lee,2
,,,,,,,,Fei Liu,2
,,,,,,,,Annalisa Croce,2
,,,,,,,,June Zhang,2
,,,,,,,,Frederic Briand,2
,,,,,,,,Pascal Noel,2
,,,,,,,,Christopher Kurz,2
,,,,,,,,Kaleb Michaud,2
,,,,,,,,James Cox,2
,,,,,,,,Emilianus Yakob Sese Tolo,2
,,,,,,,,Neeltje Van Horen,2
,,,,,,,,David Gotteland,2
,,,,,,,,Ozgecan Kocak,2
,,,,,,,,Manoel Yohanes Manuputty,2
,,,,,,,,Wandile Nyandeni,2
,,,,,,,,Pamela Cordero Hernandez,2
,,,,,,,,B. Diba,2
,,,,,,,,Giovanni Cerulli,2
,,,,,,,,Giulio Marchi,2
,,,,,,,,Justin Zhen,2
,,,,,,,,Dodola,2
,,,,,,,,Jose Sanchez,2
,,,,,,,,Luis Obispo,2
,,,,,,,,Rajesh Venugopal,2
,,,,,,,,John Bagamery,2
,,,,,,,,Scott Kostyshak,2
,,,,,,,,Quaglia,2
,,,,,,,,A. Costinot,2
,,,,,,,,Anjini Kochar,2
,,,,,,,,Akshay Rao,2
,,,,,,,,Juliana Speranza,2
,,,,,,,,David Gilo,2
,,,,,,,,Julia Hammelehle,2
,,,,,,,,Tianchi Li,2
,,,,,,,,Paul Anspach,2
,,,,,,,,Kazuhiko Ohashi,2
,,,,,,,,Valentina Hartarska,2
,,,,,,,,Thomas Blanchet,2
,,,,,,,,Salvador Calatayud,2
,,,,,,,,Xiangyu Wan,2
,,,,,,,,Nagashima,2
,,,,,,,,Cristina Dalla Torre,2
,,,,,,,,Marii Paskov,2
,,,,,,,,Zhengqiao Zhong,2
,,,,,,,,Ian Pool,2
,,,,,,,,William Trumbull,2
,,,,,,,,Quentin Grafton,2
,,,,,,,,Jeroen Swinkels,2
,,,,,,,,Maria Bas,2
,,,,,,,,Emily Brisset,2
,,,,,,,,Daniel Weber,2
,,,,,,,,Fabian Franke,2
,,,,,,,,Raymond Frempong,2
,,,,,,,,Ejo Heza,2
,,,,,,,,Charles Cameron,2
,,,,,,,,Kathleen Carey,2
,,,,,,,,William Delgado Martinez,2
,,,,,,,,Matthew Zefferman,2
,,,,,,,,Scholastica Jullu,2
,,,,,,,,Cristobal Verdugo,2
,,,,,,,,Mevlud Islami,2
,,,,,,,,Feliciano Guimaraes,2
,,,,,,,,Arnaldo Camuffo,2
,,,,,,,,Josep Mension,2
,,,,,,,,Mohammad Saifuzzaman,2
,,,,,,,,Pierre Andre Chiappori,2
,,,,,,,,Ian Keay,2
,,,,,,,,Dorothy Larson,2
,,,,,,,,Palacios Rodriguez,2
,,,,,,,,D. Weinstein,2
,,,,,,,,Natasha Armstrong,2
,,,,,,,,Will Boning,2
,,,,,,,,Gustavo Gonzaga,2
,,,,,,,,Marianne An,2
,,,,,,,,D. Sachs',2
,,,,,,,,Damgaard,2
,,,,,,,,Christian Ebeke,2
,,,,,,,,Eili Klein,2
,,,,,,,,Familia Cruz,2
,,,,,,,,Yvette Zhang,2
,,,,,,,,Finn Aslaksen,2
,,,,,,,,Alan Renwick,2
,,,,,,,,M. Mogstad,2
,,,,,,,,M. Clark,2
,,,,,,,,Juan Moreno-Cruz,2
,,,,,,,,Marcus Wallenberg Foundation,2
,,,,,,,,K.L. Krishna,2
,,,,,,,,"N., Luoto",2
,,,,,,,,Xinyuan Li,2
,,,,,,,,Cheng-Hau Peng,2
,,,,,,,,Suntje Schmidt,2
,,,,,,,,jeroen van de Ven,2
,,,,,,,,Dario Cestau,2
,,,,,,,,Paula Jarzabkowski,2
,,,,,,,,David Ricchiute,2
,,,,,,,,Jose Miguel Campos,2
,,,,,,,,Pnina Lahav,2
,,,,,,,,David Convery,2
,,,,,,,,Sven Biscop,2
,,,,,,,,Fabienne Peter,2
,,,,,,,,Bernhard Schretter,2
,,,,,,,,Ruth Aviel,2
,,,,,,,,Mark Evans,2
,,,,,,,,Slutsky,2
,,,,,,,,Tom Schmitz,2
,,,,,,,,D. Donaldson,2
,,,,,,,,Rebecca von der Heide,2
,,,,,,,,Kam Ki Tang,2
,,,,,,,,Thomas Kubli,2
,,,,,,,,Jim Moore,2
,,,,,,,,Rich Patterson,2
,,,,,,,,Sambit Bhattacharyya,2
,,,,,,,,Matthias Paustian,2
,,,,,,,,Michael Hatcher,2
,,,,,,,,Guillaume Gruere,2
,,,,,,,,Peter Brecke,2
,,,,,,,,Inessa Liskovich,2
,,,,,,,,Jin Woo Chang,2
,,,,,,,,Christoph Aymanns,2
,,,,,,,,Carlijn Kamphuis,2
,,,,,,,,Rob Almgren,2
,,,,,,,,Will Ngo,2
,,,,,,,,Matthew Chao,2
,,,,,,,,Erwan Quintin,2
,,,,,,,,Christophe Crepin,2
,,,,,,,,Ryan McDevitt,2
,,,,,,,,Veronica Benet-Martinez,2
,,,,,,,,Maksym Ivanyna,2
,,,,,,,,Hongjun Zhao,2
,,,,,,,,Marina Garcia-Llorente,2
,,,,,,,,David R. Andrews,2
,,,,,,,,Jesus Zamora Bonilla,2
,,,,,,,,Reiner Kravis,2
,,,,,,,,Brett Wendling,2
,,,,,,,,Magnus Dahlqvist,2
,,,,,,,,Shafi Goldwasser,2
,,,,,,,,Ying Dou,2
,,,,,,,,Alexandra Oprea,2
,,,,,,,,Ulrika Claeson Colpier,2
,,,,,,,,J. Sanchez-Perez,2
,,,,,,,,Rachel Gardner,2
,,,,,,,,Julian Neira,2
,,,,,,,,Sanjiwana,2
,,,,,,,,Charles Kyando,2
,,,,,,,,H. Liu,2
,,,,,,,,Pere Riera,2
,,,,,,,,Antonino Giuffrida,2
,,,,,,,,Sabine Kroger,2
,,,,,,,,Jonathan Howard,2
,,,,,,,,Rebecca Harvey,2
,,,,,,,,Johannes Meuer,2
,,,,,,,,Eric Zitzewitz,2
,,,,,,,,Louphou Coulibaly,2
,,,,,,,,Nancy Bockstael,2
,,,,,,,,Tim Krah,2
,,,,,,,,Stefanie Schurer,2
,,,,,,,,Maria Chichtchenkova,2
,,,,,,,,Lukas Kohler,2
,,,,,,,,Christian Brenes Perez,2
,,,,,,,,Nigel Harle,2
,,,,,,,,Cecile Couharde,2
,,,,,,,,Torun Dewan,2
,,,,,,,,Agnieszka Roy,2
,,,,,,,,Geir Bjonnes,2
,,,,,,,,Spencer Bastani,2
,,,,,,,,Matteo Ferroni,2
,,,,,,,,Dan Weinberg,2
,,,,,,,,Ankur Dadhania,2
,,,,,,,,Jordi Vidal-Robert,2
,,,,,,,,Flora Muino,2
,,,,,,,,Magnus Saxegaard,2
,,,,,,,,A. Tomasgard,2
,,,,,,,,Burcin Yurtoglu,2
,,,,,,,,Vadim Kufenko,2
,,,,,,,,Stephen Dorgan,2
,,,,,,,,Filippos Exadaktylos,2
,,,,,,,,Carey Johnston,2
,,,,,,,,Royer,2
,,,,,,,,Bierens,2
,,,,,,,,Akhtar Siddique,2
,,,,,,,,Philip Schadler,2
,,,,,,,,Leise Kelli de Oliveira,2
,,,,,,,,Varadarajan V. Chari,2
,,,,,,,,Romana Autrey,2
,,,,,,,,Eva Nagypal,2
,,,,,,,,Dave Kaplan,2
,,,,,,,,T. Miguel,2
,,,,,,,,Yaniv Konchitchki,2
,,,,,,,,Menendez,2
,,,,,,,,Yu Zhao,2
,,,,,,,,H. Liao,2
,,,,,,,,Cristiano Cantore,2
,,,,,,,,Franz Hackl,2
,,,,,,,,V. Kreps,2
,,,,,,,,Seamus McGuinness,2
,,,,,,,,Yochai Benkler,2
,,,,,,,,Marcia Machado,2
,,,,,,,,Gopi Goda,2
,,,,,,,,J.S. Chen,2
,,,,,,,,Matthias Juttner,2
,,,,,,,,Serge Hoogendoorn,2
,,,,,,,,M. Steinhardt,2
,,,,,,,,Lasse Niemi,2
,,,,,,,,Paul Castillo,2
,,,,,,,,Nikita Zakharov,2
,,,,,,,,Joseph Johnston,2
,,,,,,,,Haijian Zeng,2
,,,,,,,,Bruce Taylor,2
,,,,,,,,Yimin Liu,2
,,,,,,,,David Borwein,2
,,,,,,,,Philip Turner,2
,,,,,,,,Emmanuel Frossard,2
,,,,,,,,Don Outen,2
,,,,,,,,Tobias Schoch,2
,,,,,,,,Ana Reynoso,2
,,,,,,,,Roger Bentley,2
,,,,,,,,Cravino,2
,,,,,,,,Sylvia Fruehwirth-Schnatter,2
,,,,,,,,Gilboa,2
,,,,,,,,Stefano Varese,2
,,,,,,,,Raphaele Preget,2
,,,,,,,,Axel De Ville,2
,,,,,,,,Chemmanur,2
,,,,,,,,Burdett,2
,,,,,,,,Paul Veerhuis,2
,,,,,,,,Nicolai V. Kuminoff,2
,,,,,,,,Marianna Belloc,2
,,,,,,,,Edward Tang,2
,,,,,,,,Alexandra Purkus,2
,,,,,,,,Hans Verbeek,2
,,,,,,,,Davide Cerruti,2
,,,,,,,,Burkard Schlange,2
,,,,,,,,Pablo Burriel,2
,,,,,,,,Abigail Sussman,2
,,,,,,,,Yoshinobu Yamamoto,2
,,,,,,,,Ismael Uruen,2
,,,,,,,,Dominic Cucic,2
,,,,,,,,Stephanie Haller,2
,,,,,,,,Pascal Schmidt,2
,,,,,,,,Christophe Heinzel,2
,,,,,,,,Chong Kee Yip,2
,,,,,,,,Giorgio Coricelli,2
,,,,,,,,Ted McConnell,2
,,,,,,,,Jenny ja Antti Wihurin rahasto,2
,,,,,,,,Peter Siegelman,2
,,,,,,,,Ethan Cohen-Cole,2
,,,,,,,,Hongsheng Fang,2
,,,,,,,,Lawrence Cohen,2
,,,,,,,,Andrew Feltenstein,2
,,,,,,,,Jochen Mankart,2
,,,,,,,,Odd-Helge Fjeldstad,2
,,,,,,,,Koert van Ittersum,2
,,,,,,,,Itzhak Venezia,2
,,,,,,,,Raymond J.G.M. Florax,2
,,,,,,,,Nathan Porter,2
,,,,,,,,Maikol Cerda,2
,,,,,,,,Jordi Sara Pons,2
,,,,,,,,Gowri Nagaraj,2
,,,,,,,,Christian Treager,2
,,,,,,,,Richard Ferris,2
,,,,,,,,Daniel Fang,2
,,,,,,,,Adelle Blackett,2
,,,,,,,,Ravi Teja,2
,,,,,,,,Mohsen Saad,2
,,,,,,,,Hansa Parmar,2
,,,,,,,,Jennifer Hayward,2
,,,,,,,,Patton,2
,,,,,,,,Cabrera,2
,,,,,,,,Clark DuMontier,2
,,,,,,,,Neta Klein,2
,,,,,,,,G. Saint-Paul,2
,,,,,,,,Ling Zhong,2
,,,,,,,,Nguyen Dinh Minh Anh,2
,,,,,,,,Qian Weng,2
,,,,,,,,Tim Ginker,2
,,,,,,,,Maria Raquel Freire,2
,,,,,,,,Michael Zhang,2
,,,,,,,,Luca De Angelis,2
,,,,,,,,Thorvald Gran,2
,,,,,,,,Ens Cachan,2
,,,,,,,,Javier Caicedo,2
,,,,,,,,Miguel-Angel Lopez Garcia,2
,,,,,,,,Francis Putz,2
,,,,,,,,Robert Holzmann,2
,,,,,,,,Juan Carlos Rocha,2
,,,,,,,,Min Hu,2
,,,,,,,,Henna Nivala,2
,,,,,,,,Marco Kleine,2
,,,,,,,,Joyce Serido,2
,,,,,,,,Shiva Rajgoapal,2
,,,,,,,,Jarmo Vehmas,2
,,,,,,,,Lennart Janssens,2
,,,,,,,,Joerg Sydow,2
,,,,,,,,Arek Szydlowski,2
,,,,,,,,Carlos Ocana,2
,,,,,,,,Arne Nagengast,2
,,,,,,,,Nora Yang,2
,,,,,,,,Rolf Petri,2
,,,,,,,,Yostina Badawi,2
,,,,,,,,Babangida Yohanna,2
,,,,,,,,Georg Strasser,2
,,,,,,,,Franziska Brendel,2
,,,,,,,,Frank Mathewson,2
,,,,,,,,Ayaka Jones,2
,,,,,,,,andShunta Yamaguchi,2
,,,,,,,,Barbara Koremenos,2
,,,,,,,,Gorkem Bostanci,2
,,,,,,,,A. Ba,2
,,,,,,,,Mario Kohler,2
,,,,,,,,Wan-Chun Liu,2
,,,,,,,,Hamid Nazerzadeh,2
,,,,,,,,Bojilov,2
,,,,,,,,Vikas Kakkar,2
,,,,,,,,Sandra Usaquen Perilla,2
,,,,,,,,Marco Bernardini,2
,,,,,,,,Colleen Donovan,2
,,,,,,,,Yuan Bian,2
,,,,,,,,Kelly Wentland,2
,,,,,,,,Carin Blom,2
,,,,,,,,Gaia Melloni,2
,,,,,,,,Dan Dammann,2
,,,,,,,,Fiona He,2
,,,,,,,,Bruno Versaevel,2
,,,,,,,,Ulrich Petschow,2
,,,,,,,,E. Spolaore,2
,,,,,,,,Hendratmo Tuhiman,2
,,,,,,,,Uwe Reinhardt,2
,,,,,,,,L Bond,2
,,,,,,,,Haijing Wang,2
,,,,,,,,Kim P. Huynh,2
,,,,,,,,C. Lanier Benkard,2
,,,,,,,,Tekes,2
,,,,,,,,Felix Chopra,2
,,,,,,,,Tan Boon Sun,2
,,,,,,,,Rene Fahr,2
,,,,,,,,Breno Sampaio,2
,,,,,,,,James Panikulam,2
,,,,,,,,Adam Kemmis Betty,2
,,,,,,,,Matthew McKernan,2
,,,,,,,,Alain Fayolle,2
,,,,,,,,Keli Xiao,2
,,,,,,,,Jacquelin Morgan,2
,,,,,,,,Claire Myriam Celerier,2
,,,,,,,,Michael Gaskins,2
,,,,,,,,Aditi Sen,2
,,,,,,,,Lionel McKenzie,2
,,,,,,,,Claudia Murphy,2
,,,,,,,,Sonia A. Agudelo,2
,,,,,,,,Jinchi Lv,2
,,,,,,,,Hubert Jayet,2
,,,,,,,,Alexey Porshakov,2
,,,,,,,,Ahmed Tahoun,2
,,,,,,,,Fatih BAYTUGAN,2
,,,,,,,,Ziyi Chen,2
,,,,,,,,Elizabeth A. Lowry,2
,,,,,,,,Warren Boeker,2
,,,,,,,,Mari Sakudo,2
,,,,,,,,Marine Hainguerlot,2
,,,,,,,,Jayant Menon,2
,,,,,,,,Markus Clauss,2
,,,,,,,,Frederick Wolfe,2
,,,,,,,,Kristen Stokes,2
,,,,,,,,Yan Kit Law,2
,,,,,,,,Kiku Obiols,2
,,,,,,,,Alwyn Young,2
,,,,,,,,Xiao Wei,2
,,,,,,,,Paul Schepel,2
,,,,,,,,Joe Boyer,2
,,,,,,,,Chris Rooney,2
,,,,,,,,Bentolila,2
,,,,,,,,Tetsuo Ono,2
,,,,,,,,Tanyanuparb Anantana,2
,,,,,,,,Helen Colyer,2
,,,,,,,,Katherine Greig,2
,,,,,,,,Eduard Ponarin,2
,,,,,,,,Marko Cepon,2
,,,,,,,,M. Quaas,2
,,,,,,,,Rasmus Wiese,2
,,,,,,,,Andrea Basile,2
,,,,,,,,Claire Stansfield,2
,,,,,,,,Kingsley Mologo,2
,,,,,,,,Richard Perrin,2
,,,,,,,,G. Nuno,2
,,,,,,,,Lawrence O'Neil,2
,,,,,,,,Richard J. Sexton,2
,,,,,,,,Tingju Zhu,2
,,,,,,,,Lucas Maynard,2
,,,,,,,,Laszlo Halpern,2
,,,,,,,,Kerry Turner,2
,,,,,,,,David Bishai,2
,,,,,,,,Britt Stikvoort,2
,,,,,,,,John MacDonald,2
,,,,,,,,Theodoros Bratis,2
,,,,,,,,Ramon Bermejo,2
,,,,,,,,Simone Marsiglio,2
,,,,,,,,Peter Li,2
,,,,,,,,Ankita Gupta,2
,,,,,,,,Busom,2
,,,,,,,,Frank Dobbin,2
,,,,,,,,Kamilla Gumede,2
,,,,,,,,Isaac Tabner,2
,,,,,,,,Eugene Owusu-Awuah,2
,,,,,,,,Yanfeng Zheng,2
,,,,,,,,Estelle Gozlan,2
,,,,,,,,Wilman Iglesias,2
,,,,,,,,Pedro Souza,2
,,,,,,,,John Garcia,2
,,,,,,,,Craig Caplan,2
,,,,,,,,Hanchen Jiang,2
,,,,,,,,Tom Wollmann,2
,,,,,,,,F. M. Scherer,2
,,,,,,,,David Scoones,2
,,,,,,,,J. Tompkins,2
,,,,,,,,Bert Fraussen,2
,,,,,,,,Eugene Fama,2
,,,,,,,,Anneli Hujala,2
,,,,,,,,Ozan Hatipoglu,2
,,,,,,,,Jacob Teshno,2
,,,,,,,,John Engott,2
,,,,,,,,John Brunolli,2
,,,,,,,,Luis Costa,2
,,,,,,,,Lucia Rizzica,2
,,,,,,,,Ron Landy,2
,,,,,,,,Francisco Requena-Silvente,2
,,,,,,,,Dr Coffman,2
,,,,,,,,Sinan Derindere,2
,,,,,,,,Darren Filson,2
,,,,,,,,Marc Laitin,2
,,,,,,,,Yu-Wei Hsieh,2
,,,,,,,,Frederic Lesne,2
,,,,,,,,Bob Clemen,2
,,,,,,,,Luis Benveniste,2
,,,,,,,,Solveig Hillesund,2
